Pile ID	Distribution Type	X-Position	Y-Position	Pickup Time	Drop Off Time	Ant ID
0	1	8.21215	-8.46182	-1	-1	-1
0	1	8.36215	-8.46182	-1	-1	-1
0	1	8.51215	-8.46182	-1	-1	-1
0	1	8.66215	-8.46182	-1	-1	-1
0	1	8.81215	-8.46182	-1	-1	-1
0	1	6.56215	-8.31182	-1	-1	-1
0	1	6.71215	-8.31182	-1	-1	-1
0	1	6.86215	-8.31182	-1	-1	-1
0	1	7.01215	-8.31182	-1	-1	-1
0	1	7.16215	-8.31182	-1	-1	-1
0	1	7.31215	-8.31182	-1	-1	-1
0	1	7.46215	-8.31182	-1	-1	-1
0	1	7.61215	-8.31182	-1	-1	-1
0	1	7.76215	-8.31182	-1	-1	-1
0	1	7.91215	-8.31182	-1	-1	-1
0	1	8.06215	-8.31182	-1	-1	-1
0	1	8.21215	-8.31182	-1	-1	-1
0	1	8.36215	-8.31182	-1	-1	-1
0	1	8.51215	-8.31182	-1	-1	-1
0	1	8.66215	-8.31182	-1	-1	-1
0	1	8.81215	-8.31182	-1	-1	-1
0	1	6.56215	-8.16182	-1	-1	-1
0	1	6.71215	-8.16182	-1	-1	-1
0	1	6.86215	-8.16182	-1	-1	-1
0	1	7.01215	-8.16182	-1	-1	-1
0	1	7.16215	-8.16182	-1	-1	-1
0	1	7.31215	-8.16182	-1	-1	-1
0	1	7.46215	-8.16182	-1	-1	-1
0	1	7.61215	-8.16182	-1	-1	-1
0	1	7.76215	-8.16182	-1	-1	-1
0	1	7.91215	-8.16182	-1	-1	-1
0	1	8.06215	-8.16182	-1	-1	-1
0	1	8.21215	-8.16182	-1	-1	-1
0	1	8.36215	-8.16182	-1	-1	-1
0	1	8.51215	-8.16182	-1	-1	-1
0	1	8.66215	-8.16182	-1	-1	-1
0	1	8.81215	-8.16182	-1	-1	-1
0	1	6.56215	-8.01182	-1	-1	-1
0	1	6.71215	-8.01182	-1	-1	-1
0	1	6.86215	-8.01182	-1	-1	-1
0	1	7.01215	-8.01182	-1	-1	-1
0	1	7.16215	-8.01182	-1	-1	-1
0	1	7.31215	-8.01182	-1	-1	-1
0	1	7.46215	-8.01182	-1	-1	-1
0	1	7.61215	-8.01182	-1	-1	-1
0	1	7.76215	-8.01182	-1	-1	-1
0	1	7.91215	-8.01182	-1	-1	-1
0	1	8.06215	-8.01182	-1	-1	-1
0	1	8.21215	-8.01182	-1	-1	-1
0	1	8.36215	-8.01182	-1	-1	-1
0	1	8.51215	-8.01182	-1	-1	-1
0	1	8.66215	-8.01182	-1	-1	-1
0	1	8.81215	-8.01182	-1	-1	-1
0	1	6.56215	-7.86182	-1	-1	-1
0	1	6.71215	-7.86182	-1	-1	-1
0	1	6.86215	-7.86182	-1	-1	-1
0	1	7.01215	-7.86182	-1	-1	-1
0	1	7.16215	-7.86182	-1	-1	-1
0	1	7.31215	-7.86182	-1	-1	-1
0	1	7.46215	-7.86182	-1	-1	-1
0	1	7.61215	-7.86182	-1	-1	-1
0	1	7.76215	-7.86182	-1	-1	-1
0	1	7.91215	-7.86182	-1	-1	-1
0	1	8.06215	-7.86182	-1	-1	-1
0	1	8.21215	-7.86182	-1	-1	-1
0	1	8.36215	-7.86182	-1	-1	-1
0	1	8.51215	-7.86182	-1	-1	-1
0	1	8.66215	-7.86182	-1	-1	-1
0	1	8.81215	-7.86182	-1	-1	-1
0	1	6.56215	-7.71182	-1	-1	-1
0	1	6.71215	-7.71182	-1	-1	-1
0	1	6.86215	-7.71182	-1	-1	-1
0	1	7.01215	-7.71182	-1	-1	-1
0	1	7.16215	-7.71182	-1	-1	-1
0	1	7.31215	-7.71182	-1	-1	-1
0	1	7.46215	-7.71182	-1	-1	-1
0	1	7.61215	-7.71182	-1	-1	-1
0	1	7.76215	-7.71182	-1	-1	-1
0	1	7.91215	-7.71182	-1	-1	-1
0	1	8.06215	-7.71182	-1	-1	-1
0	1	8.21215	-7.71182	-1	-1	-1
0	1	8.36215	-7.71182	-1	-1	-1
0	1	8.51215	-7.71182	-1	-1	-1
0	1	8.66215	-7.71182	-1	-1	-1
0	1	8.81215	-7.71182	-1	-1	-1
0	1	6.56215	-7.56182	-1	-1	-1
0	1	6.71215	-7.56182	-1	-1	-1
0	1	6.86215	-7.56182	-1	-1	-1
0	1	7.01215	-7.56182	-1	-1	-1
0	1	7.16215	-7.56182	-1	-1	-1
0	1	7.31215	-7.56182	-1	-1	-1
0	1	7.46215	-7.56182	-1	-1	-1
0	1	7.61215	-7.56182	-1	-1	-1
0	1	7.76215	-7.56182	-1	-1	-1
0	1	7.91215	-7.56182	-1	-1	-1
0	1	8.06215	-7.56182	-1	-1	-1
0	1	8.21215	-7.56182	-1	-1	-1
0	1	8.36215	-7.56182	-1	-1	-1
0	1	8.51215	-7.56182	-1	-1	-1
0	1	8.66215	-7.56182	-1	-1	-1
0	1	8.81215	-7.56182	-1	-1	-1
0	1	6.56215	-7.41182	-1	-1	-1
0	1	6.71215	-7.41182	-1	-1	-1
0	1	6.86215	-7.41182	-1	-1	-1
0	1	7.01215	-7.41182	-1	-1	-1
0	1	7.16215	-7.41182	-1	-1	-1
0	1	7.31215	-7.41182	-1	-1	-1
0	1	7.46215	-7.41182	-1	-1	-1
0	1	7.61215	-7.41182	-1	-1	-1
0	1	7.76215	-7.41182	-1	-1	-1
0	1	7.91215	-7.41182	-1	-1	-1
0	1	8.06215	-7.41182	-1	-1	-1
0	1	8.21215	-7.41182	-1	-1	-1
0	1	8.36215	-7.41182	-1	-1	-1
0	1	8.51215	-7.41182	-1	-1	-1
0	1	8.66215	-7.41182	-1	-1	-1
0	1	8.81215	-7.41182	-1	-1	-1
0	1	6.56215	-7.26182	-1	-1	-1
0	1	6.71215	-7.26182	-1	-1	-1
0	1	6.86215	-7.26182	-1	-1	-1
0	1	7.01215	-7.26182	-1	-1	-1
0	1	7.16215	-7.26182	-1	-1	-1
0	1	7.31215	-7.26182	-1	-1	-1
0	1	7.46215	-7.26182	-1	-1	-1
0	1	7.61215	-7.26182	-1	-1	-1
0	1	7.76215	-7.26182	-1	-1	-1
0	1	7.91215	-7.26182	-1	-1	-1
0	1	8.06215	-7.26182	-1	-1	-1
0	1	8.21215	-7.26182	-1	-1	-1
0	1	8.36215	-7.26182	-1	-1	-1
0	1	8.51215	-7.26182	-1	-1	-1
0	1	8.66215	-7.26182	-1	-1	-1
0	1	8.81215	-7.26182	-1	-1	-1
0	4	-8.28434	-8.25733	-1	-1	-1
0	4	-8.13434	-8.25733	-1	-1	-1
0	4	-7.98434	-8.25733	-1	-1	-1
0	4	-7.83434	-8.25733	-1	-1	-1
0	4	-7.68434	-8.25733	-1	-1	-1
0	4	-7.53434	-8.25733	-1	-1	-1
0	4	-7.38434	-8.25733	-1	-1	-1
0	4	-7.23434	-8.25733	-1	-1	-1
0	4	-8.28434	-8.10733	-1	-1	-1
0	4	-8.13434	-8.10733	-1	-1	-1
0	4	-7.98434	-8.10733	-1	-1	-1
0	4	-7.83434	-8.10733	-1	-1	-1
0	4	-7.68434	-8.10733	-1	-1	-1
0	4	-7.53434	-8.10733	-1	-1	-1
0	4	-7.38434	-8.10733	-1	-1	-1
0	4	-7.23434	-8.10733	-1	-1	-1
0	4	-8.28434	-7.95733	-1	-1	-1
0	4	-8.13434	-7.95733	-1	-1	-1
0	4	-7.98434	-7.95733	-1	-1	-1
0	4	-7.83434	-7.95733	-1	-1	-1
0	4	-7.68434	-7.95733	-1	-1	-1
0	4	-7.53434	-7.95733	-1	-1	-1
0	4	-7.38434	-7.95733	-1	-1	-1
0	4	-7.23434	-7.95733	-1	-1	-1
0	4	-8.28434	-7.80733	-1	-1	-1
0	4	-8.13434	-7.80733	-1	-1	-1
0	4	-7.98434	-7.80733	-1	-1	-1
0	4	-7.83434	-7.80733	-1	-1	-1
0	4	-7.68434	-7.80733	-1	-1	-1
0	4	-7.53434	-7.80733	-1	-1	-1
0	4	-7.38434	-7.80733	-1	-1	-1
0	4	-7.23434	-7.80733	-1	-1	-1
0	4	-8.28434	-7.65733	-1	-1	-1
0	4	-8.13434	-7.65733	-1	-1	-1
0	4	-7.98434	-7.65733	-1	-1	-1
0	4	-7.83434	-7.65733	-1	-1	-1
0	4	-7.68434	-7.65733	-1	-1	-1
0	4	-7.53434	-7.65733	-1	-1	-1
0	4	-7.38434	-7.65733	-1	-1	-1
0	4	-7.23434	-7.65733	-1	-1	-1
0	4	-8.28434	-7.50733	-1	-1	-1
0	4	-8.13434	-7.50733	-1	-1	-1
0	4	-7.98434	-7.50733	-1	-1	-1
0	4	-7.83434	-7.50733	-1	-1	-1
0	4	-7.68434	-7.50733	-1	-1	-1
0	4	-7.53434	-7.50733	-1	-1	-1
0	4	-7.38434	-7.50733	-1	-1	-1
0	4	-7.23434	-7.50733	-1	-1	-1
0	4	-8.28434	-7.35733	-1	-1	-1
0	4	-8.13434	-7.35733	-1	-1	-1
0	4	-7.98434	-7.35733	-1	-1	-1
0	4	-7.83434	-7.35733	-1	-1	-1
0	4	-7.68434	-7.35733	-1	-1	-1
0	4	-7.53434	-7.35733	-1	-1	-1
0	4	-7.38434	-7.35733	-1	-1	-1
0	4	-7.23434	-7.35733	-1	-1	-1
0	4	-8.28434	-7.20733	-1	-1	-1
0	4	-8.13434	-7.20733	-1	-1	-1
0	4	-7.98434	-7.20733	-1	-1	-1
0	4	-7.83434	-7.20733	-1	-1	-1
0	4	-7.68434	-7.20733	-1	-1	-1
0	4	-7.53434	-7.20733	-1	-1	-1
0	4	-7.38434	-7.20733	-1	-1	-1
0	4	-7.23434	-7.20733	-1	-1	-1
1	4	-5.76599	-4.72028	-1	-1	-1
1	4	-5.61599	-4.72028	-1	-1	-1
1	4	-5.46599	-4.72028	-1	-1	-1
1	4	-5.31599	-4.72028	-1	-1	-1
1	4	-5.16599	-4.72028	-1	-1	-1
1	4	-5.01599	-4.72028	-1	-1	-1
1	4	-4.86599	-4.72028	-1	-1	-1
1	4	-4.71599	-4.72028	-1	-1	-1
1	4	-5.76599	-4.57028	-1	-1	-1
1	4	-5.61599	-4.57028	-1	-1	-1
1	4	-5.46599	-4.57028	-1	-1	-1
1	4	-5.31599	-4.57028	-1	-1	-1
1	4	-5.16599	-4.57028	-1	-1	-1
1	4	-5.01599	-4.57028	-1	-1	-1
1	4	-4.86599	-4.57028	-1	-1	-1
1	4	-4.71599	-4.57028	-1	-1	-1
1	4	-5.76599	-4.42028	-1	-1	-1
1	4	-5.61599	-4.42028	-1	-1	-1
1	4	-5.46599	-4.42028	-1	-1	-1
1	4	-5.31599	-4.42028	-1	-1	-1
1	4	-5.16599	-4.42028	-1	-1	-1
1	4	-5.01599	-4.42028	-1	-1	-1
1	4	-4.86599	-4.42028	-1	-1	-1
1	4	-4.71599	-4.42028	-1	-1	-1
1	4	-5.76599	-4.27028	-1	-1	-1
1	4	-5.61599	-4.27028	-1	-1	-1
1	4	-5.46599	-4.27028	-1	-1	-1
1	4	-5.31599	-4.27028	-1	-1	-1
1	4	-5.16599	-4.27028	-1	-1	-1
1	4	-5.01599	-4.27028	-1	-1	-1
1	4	-4.86599	-4.27028	-1	-1	-1
1	4	-4.71599	-4.27028	-1	-1	-1
1	4	-5.76599	-4.12028	-1	-1	-1
1	4	-5.61599	-4.12028	-1	-1	-1
1	4	-5.46599	-4.12028	-1	-1	-1
1	4	-5.31599	-4.12028	-1	-1	-1
1	4	-5.16599	-4.12028	-1	-1	-1
1	4	-5.01599	-4.12028	-1	-1	-1
1	4	-4.86599	-4.12028	-1	-1	-1
1	4	-4.71599	-4.12028	-1	-1	-1
1	4	-5.76599	-3.97028	-1	-1	-1
1	4	-5.61599	-3.97028	-1	-1	-1
1	4	-5.46599	-3.97028	-1	-1	-1
1	4	-5.31599	-3.97028	-1	-1	-1
1	4	-5.16599	-3.97028	-1	-1	-1
1	4	-5.01599	-3.97028	-1	-1	-1
1	4	-4.86599	-3.97028	-1	-1	-1
1	4	-4.71599	-3.97028	-1	-1	-1
1	4	-5.76599	-3.82028	-1	-1	-1
1	4	-5.61599	-3.82028	-1	-1	-1
1	4	-5.46599	-3.82028	-1	-1	-1
1	4	-5.31599	-3.82028	-1	-1	-1
1	4	-5.16599	-3.82028	-1	-1	-1
1	4	-5.01599	-3.82028	-1	-1	-1
1	4	-4.86599	-3.82028	-1	-1	-1
1	4	-4.71599	-3.82028	-1	-1	-1
1	4	-5.76599	-3.67028	-1	-1	-1
1	4	-5.61599	-3.67028	-1	-1	-1
1	4	-5.46599	-3.67028	-1	-1	-1
1	4	-5.31599	-3.67028	-1	-1	-1
1	4	-5.16599	-3.67028	1152	1202	-1
1	4	-5.01599	-3.67028	-1	-1	-1
1	4	-4.86599	-3.67028	-1	-1	-1
1	4	-4.71599	-3.67028	-1	-1	-1
2	4	-3.67671	4.70461	-1	-1	-1
2	4	-3.52671	4.70461	-1	-1	-1
2	4	-3.37671	4.70461	-1	-1	-1
2	4	-3.22671	4.70461	-1	-1	-1
2	4	-3.07671	4.70461	-1	-1	-1
2	4	-2.92671	4.70461	-1	-1	-1
2	4	-2.77671	4.70461	-1	-1	-1
2	4	-2.62671	4.70461	-1	-1	-1
2	4	-3.67671	4.85461	-1	-1	-1
2	4	-3.52671	4.85461	-1	-1	-1
2	4	-3.37671	4.85461	-1	-1	-1
2	4	-3.22671	4.85461	-1	-1	-1
2	4	-3.07671	4.85461	-1	-1	-1
2	4	-2.92671	4.85461	-1	-1	-1
2	4	-2.77671	4.85461	-1	-1	-1
2	4	-2.62671	4.85461	-1	-1	-1
2	4	-3.67671	5.00461	-1	-1	-1
2	4	-3.52671	5.00461	-1	-1	-1
2	4	-3.37671	5.00461	-1	-1	-1
2	4	-3.22671	5.00461	-1	-1	-1
2	4	-3.07671	5.00461	-1	-1	-1
2	4	-2.92671	5.00461	-1	-1	-1
2	4	-2.77671	5.00461	-1	-1	-1
2	4	-2.62671	5.00461	-1	-1	-1
2	4	-3.67671	5.15461	-1	-1	-1
2	4	-3.52671	5.15461	-1	-1	-1
2	4	-3.37671	5.15461	-1	-1	-1
2	4	-3.22671	5.15461	-1	-1	-1
2	4	-3.07671	5.15461	-1	-1	-1
2	4	-2.92671	5.15461	-1	-1	-1
2	4	-2.77671	5.15461	-1	-1	-1
2	4	-2.62671	5.15461	-1	-1	-1
2	4	-3.67671	5.30461	-1	-1	-1
2	4	-3.52671	5.30461	-1	-1	-1
2	4	-3.37671	5.30461	-1	-1	-1
2	4	-3.22671	5.30461	-1	-1	-1
2	4	-3.07671	5.30461	-1	-1	-1
2	4	-2.92671	5.30461	-1	-1	-1
2	4	-2.77671	5.30461	-1	-1	-1
2	4	-2.62671	5.30461	-1	-1	-1
2	4	-3.67671	5.45461	-1	-1	-1
2	4	-3.52671	5.45461	-1	-1	-1
2	4	-3.37671	5.45461	-1	-1	-1
2	4	-3.22671	5.45461	-1	-1	-1
2	4	-3.07671	5.45461	-1	-1	-1
2	4	-2.92671	5.45461	-1	-1	-1
2	4	-2.77671	5.45461	-1	-1	-1
2	4	-2.62671	5.45461	-1	-1	-1
2	4	-3.67671	5.60461	-1	-1	-1
2	4	-3.52671	5.60461	-1	-1	-1
2	4	-3.37671	5.60461	-1	-1	-1
2	4	-3.22671	5.60461	-1	-1	-1
2	4	-3.07671	5.60461	-1	-1	-1
2	4	-2.92671	5.60461	-1	-1	-1
2	4	-2.77671	5.60461	-1	-1	-1
2	4	-2.62671	5.60461	-1	-1	-1
2	4	-3.67671	5.75461	-1	-1	-1
2	4	-3.52671	5.75461	-1	-1	-1
2	4	-3.37671	5.75461	-1	-1	-1
2	4	-3.22671	5.75461	-1	-1	-1
2	4	-3.07671	5.75461	-1	-1	-1
2	4	-2.92671	5.75461	-1	-1	-1
2	4	-2.77671	5.75461	-1	-1	-1
2	4	-2.62671	5.75461	-1	-1	-1
3	4	-2.44133	7.94083	-1	-1	-1
3	4	-2.29133	7.94083	-1	-1	-1
3	4	-2.14133	7.94083	-1	-1	-1
3	4	-1.99133	7.94083	-1	-1	-1
3	4	-1.84133	7.94083	-1	-1	-1
3	4	-1.69133	7.94083	-1	-1	-1
3	4	-1.54133	7.94083	-1	-1	-1
3	4	-1.39133	7.94083	-1	-1	-1
3	4	-2.44133	8.09083	-1	-1	-1
3	4	-2.29133	8.09083	-1	-1	-1
3	4	-2.14133	8.09083	-1	-1	-1
3	4	-1.99133	8.09083	-1	-1	-1
3	4	-1.84133	8.09083	-1	-1	-1
3	4	-1.69133	8.09083	-1	-1	-1
3	4	-1.54133	8.09083	-1	-1	-1
3	4	-1.39133	8.09083	-1	-1	-1
3	4	-2.44133	8.24083	-1	-1	-1
3	4	-2.29133	8.24083	-1	-1	-1
3	4	-2.14133	8.24083	-1	-1	-1
3	4	-1.99133	8.24083	-1	-1	-1
3	4	-1.84133	8.24083	-1	-1	-1
3	4	-1.69133	8.24083	-1	-1	-1
3	4	-1.54133	8.24083	-1	-1	-1
3	4	-1.39133	8.24083	-1	-1	-1
3	4	-2.44133	8.39083	-1	-1	-1
3	4	-2.29133	8.39083	-1	-1	-1
3	4	-2.14133	8.39083	-1	-1	-1
3	4	-1.99133	8.39083	-1	-1	-1
3	4	-1.84133	8.39083	-1	-1	-1
3	4	-1.69133	8.39083	-1	-1	-1
3	4	-1.54133	8.39083	-1	-1	-1
3	4	-1.39133	8.39083	-1	-1	-1
3	4	-2.44133	8.54083	-1	-1	-1
3	4	-2.29133	8.54083	-1	-1	-1
3	4	-2.14133	8.54083	-1	-1	-1
3	4	-1.99133	8.54083	-1	-1	-1
3	4	-1.84133	8.54083	-1	-1	-1
3	4	-1.69133	8.54083	-1	-1	-1
3	4	-1.54133	8.54083	-1	-1	-1
3	4	-1.39133	8.54083	-1	-1	-1
3	4	-2.44133	8.69083	-1	-1	-1
3	4	-2.29133	8.69083	-1	-1	-1
3	4	-2.14133	8.69083	-1	-1	-1
3	4	-1.99133	8.69083	-1	-1	-1
3	4	-1.84133	8.69083	-1	-1	-1
3	4	-1.69133	8.69083	-1	-1	-1
3	4	-1.54133	8.69083	-1	-1	-1
3	4	-1.39133	8.69083	-1	-1	-1
3	4	-2.44133	8.84083	-1	-1	-1
3	4	-2.29133	8.84083	-1	-1	-1
3	4	-2.14133	8.84083	-1	-1	-1
3	4	-1.99133	8.84083	-1	-1	-1
3	4	-1.84133	8.84083	-1	-1	-1
3	4	-1.69133	8.84083	-1	-1	-1
3	4	-1.54133	8.84083	-1	-1	-1
3	4	-1.39133	8.84083	-1	-1	-1
3	4	-2.44133	8.99083	-1	-1	-1
3	4	-2.29133	8.99083	-1	-1	-1
3	4	-2.14133	8.99083	-1	-1	-1
3	4	-1.99133	8.99083	-1	-1	-1
3	4	-1.84133	8.99083	-1	-1	-1
3	4	-1.69133	8.99083	-1	-1	-1
3	4	-1.54133	8.99083	-1	-1	-1
3	4	-1.39133	8.99083	-1	-1	-1
0	16	5.09622	-0.104853	-1	-1	-1
0	16	5.24622	-0.104853	-1	-1	-1
0	16	5.39622	-0.104853	-1	-1	-1
0	16	5.54622	-0.104853	-1	-1	-1
0	16	5.09622	0.0451465	-1	-1	-1
0	16	5.24622	0.0451465	-1	-1	-1
0	16	5.39622	0.0451465	-1	-1	-1
0	16	5.54622	0.0451465	-1	-1	-1
0	16	5.09622	0.195147	-1	-1	-1
0	16	5.24622	0.195147	-1	-1	-1
0	16	5.39622	0.195147	-1	-1	-1
0	16	5.54622	0.195147	-1	-1	-1
0	16	5.09622	0.345147	-1	-1	-1
0	16	5.24622	0.345147	-1	-1	-1
0	16	5.39622	0.345147	-1	-1	-1
0	16	5.54622	0.345147	-1	-1	-1
1	16	0.0762111	-7.00687	-1	-1	-1
1	16	0.226211	-7.00687	-1	-1	-1
1	16	0.376211	-7.00687	-1	-1	-1
1	16	0.526211	-7.00687	-1	-1	-1
1	16	0.0762111	-6.85687	-1	-1	-1
1	16	0.226211	-6.85687	-1	-1	-1
1	16	0.376211	-6.85687	-1	-1	-1
1	16	0.526211	-6.85687	-1	-1	-1
1	16	0.0762111	-6.70687	-1	-1	-1
1	16	0.226211	-6.70687	-1	-1	-1
1	16	0.376211	-6.70687	-1	-1	-1
1	16	0.526211	-6.70687	-1	-1	-1
1	16	0.0762111	-6.55687	-1	-1	-1
1	16	0.226211	-6.55687	-1	-1	-1
1	16	0.376211	-6.55687	-1	-1	-1
1	16	0.526211	-6.55687	-1	-1	-1
2	16	6.43833	7.98253	-1	-1	-1
2	16	6.58833	7.98253	-1	-1	-1
2	16	6.73833	7.98253	-1	-1	-1
2	16	6.88833	7.98253	-1	-1	-1
2	16	6.43833	8.13253	-1	-1	-1
2	16	6.58833	8.13253	-1	-1	-1
2	16	6.73833	8.13253	-1	-1	-1
2	16	6.88833	8.13253	-1	-1	-1
2	16	6.43833	8.28253	-1	-1	-1
2	16	6.58833	8.28253	-1	-1	-1
2	16	6.73833	8.28253	-1	-1	-1
2	16	6.88833	8.28253	-1	-1	-1
2	16	6.43833	8.43253	-1	-1	-1
2	16	6.58833	8.43253	-1	-1	-1
2	16	6.73833	8.43253	-1	-1	-1
2	16	6.88833	8.43253	-1	-1	-1
3	16	-4.13732	3.85628	-1	-1	-1
3	16	-3.98732	3.85628	-1	-1	-1
3	16	-3.83732	3.85628	-1	-1	-1
3	16	-3.68732	3.85628	-1	-1	-1
3	16	-4.13732	4.00628	-1	-1	-1
3	16	-3.98732	4.00628	-1	-1	-1
3	16	-3.83732	4.00628	-1	-1	-1
3	16	-3.68732	4.00628	-1	-1	-1
3	16	-4.13732	4.15628	-1	-1	-1
3	16	-3.98732	4.15628	-1	-1	-1
3	16	-3.83732	4.15628	-1	-1	-1
3	16	-3.68732	4.15628	-1	-1	-1
3	16	-4.13732	4.30628	-1	-1	-1
3	16	-3.98732	4.30628	-1	-1	-1
3	16	-3.83732	4.30628	-1	-1	-1
